ID,target
000137c73,1811123.4660285898
00021489f,1487633.493062655
0004d7953,1853888.8585186265
00056a333,3002599.582665269
00056d8eb,1120022.8934720973
0005fc190,2382609.513394862
000787e86,1556406.8973455764
0008510a0,1790456.238854622
000895faf,3589747.485345477
000986fba,1669461.318366811
0009efcc5,20000000.0
000dd8f00,11193702.256280255
000e1cdc2,2020757.0127521192
00103739c,2547362.250390774
00134b367,1398334.3444319977
001788d0d,1789526.2664026371
0019c8ad7,1661520.3031262162
001a267b9,819995.5996950099
001a85486,2017169.0800493152
001c4de06,2695859.9369129683
001f9014b,1820733.398199904
00216fb94,3680446.44204558
00235690e,3450560.7241511107
00240739d,9812102.064495998
0024c3747,2261078.507099384
00297052d,1586537.6723322219
002ab8f85,1665837.546003565
002bed5c0,1799070.061948944
002bf3974,3134322.912558004
002d23a26,2764459.113131044
002f27de9,2903719.7910011597
0030d8bb4,2539083.623050691
003146acd,2033113.066726784
003223263,1043547.6035743352
00335575e,2787633.66618688
00337cf9d,1493797.9941634228
003394397,2417299.875170399
0036358a3,3874524.899466789
003770d30,2522692.119732666
003bed5ea,1084163.9136038064
003ea6427,1791982.3241338592
003ef8132,7976953.015364482
003fd1723,3315410.367325604
0041861b4,2943750.0
0042b718b,2852944.100076298
004381d8f,3735848.3420323376
0043ca764,2602095.031141344
004486837,499868.8319993329
0045c123e,4000000.0
0048915c6,1638600.7392299266
004ab9a09,1472774.5311890298
004b2e1c9,3116170.0886422438
004c54732,1815177.5111282063
004cdefce,6752725.4567414345
004dd971b,2022666.66
004f9329b,1184363.6928623572
004fd2bca,1182789.326141109
0054bfedb,1543223.833695583
0054ec58a,351936.3085839008
00551f45d,20000000.0
005777b4c,1889592.6983717936
00578d6ea,1750887.2491678952
005802488,2085601.0315361246
0059833b6,2736913.8599366182
005a70085,2117385.7162072076
005b148a0,1859834.534832012
005c28df4,1743405.5408417021
005f8dc26,3491593.8456288283
00603c202,2824078.3326845365
006049609,4927276.984112231
00612f47e,697960.5167188521
00647a57f,6917097.016025205
0065853ee,1612650.89776532
006589d5e,868678.9447525031
006598823,10000000.0
0065c093c,1599507.4777475619
006738351,3049174.2344195894
006a0c6a8,1553580.6602327614
006e9efe6,2825250.279583935
006f029d3,1027172.9257488584
0070f35a2,2855768.4985279436
007135f85,4944485.142975642
