ID,target
000137c73,1707951.9463429754
00021489f,1906098.3708702535
0004d7953,1553811.9159625287
00056a333,3425573.5037951223
00056d8eb,1303761.872382358
0005fc190,3752720.4315276686
000787e86,1709279.5379764503
0008510a0,1793294.2019872053
000895faf,3530678.0027138107
000986fba,1512321.4626478958
0009efcc5,20000000.0
000dd8f00,12497423.832908547
000e1cdc2,2162239.4554951075
00103739c,2756966.2292205202
00134b367,1473889.539956633
001788d0d,2103427.046374004
0019c8ad7,2046577.7267839452
001a267b9,1027430.7897121018
001a85486,2355217.199361551
001c4de06,2366997.234437636
001f9014b,1992213.1110577895
00216fb94,3046657.3465934964
00235690e,3880663.488322069
00240739d,12195609.095805714
0024c3747,2546231.020094154
00297052d,1430132.0494569265
002ab8f85,1828101.2544434876
002bed5c0,2008174.5122303518
002bf3974,2867212.836331106
002d23a26,2899758.7423037784
002f27de9,2489017.46335438
0030d8bb4,2805440.857088092
003146acd,1901858.0170395316
003223263,1344369.0502457651
00335575e,2396924.8981419834
00337cf9d,1430887.7078807002
003394397,2330779.622875058
0036358a3,4875038.608473878
003770d30,2617071.331241734
003bed5ea,1056640.1602752083
003ea6427,1655862.5369234767
003ef8132,7653768.50830473
003fd1723,2639043.889225799
0041861b4,2943750.0
0042b718b,2768076.847266724
004381d8f,4094150.8494373458
0043ca764,2669994.5372811747
004486837,328785.2733602682
0045c123e,4000000.0
0048915c6,2143368.496675231
004ab9a09,1320134.7376380437
004b2e1c9,2546534.074692802
004c54732,1773851.341182057
004cdefce,6915842.474166432
004dd971b,2022666.66
004f9329b,1338691.0926377298
004fd2bca,1084340.8460079802
0054bfedb,1468923.6585289075
0054ec58a,343763.76721417916
00551f45d,20000000.0
005777b4c,1910555.2242409773
00578d6ea,1907732.6086826562
005802488,1938792.2383522233
0059833b6,2118214.1880741306
005a70085,2252778.274223143
005b148a0,2293899.638367459
005c28df4,1962825.6411627326
005f8dc26,3661532.8856594157
00603c202,1972722.3771104808
006049609,5565038.030323823
00612f47e,828943.3163515466
00647a57f,7305342.332094421
0065853ee,2006130.4254969342
006589d5e,673665.5372358011
006598823,10000000.0
0065c093c,1869093.6805705188
006738351,2341464.9903605157
006a0c6a8,1270813.7421635338
006e9efe6,2237822.13270453
006f029d3,1125594.931170667
0070f35a2,3207853.978693835
007135f85,5329228.078164727
007285433,40000000.0
00735e101,1965908.7825669416
0074ecf4e,3964850.433142096
007635fa9,1431628.752276372
007723613,1875018.1482393825
007867da9,808377.4812873238
0078bfbd6,937111.6944897486
0078ce229,586895.5708810698
007a89d50,3245687.56531286
007d43dfa,2814879.3908786145
007ee9e05,2484717.5435101073
007ffeae2,3323559.5673637083
00835c85c,1728178.76469634
0084b08f1,2141700.150089666
0087fb290,1376952.7513976903
0088a96bd,2794857.14
008ac4292,2875771.510786197
008d8cca8,1991831.0197019198
008e07b8c,2256539.8519142116
008e5e25a,2352916.703809793
0094edcdb,933333.34
00950141c,2984658.1744346796
009566ef1,1647557.0004253816
0095c81d4,1128495.4578121724
0097a6ed4,12400000.0
0098fef9a,1691673.6154590172
009b321ec,3865024.2570250654
009cd681e,2702623.692669154
009f34f86,1150863.6764896451
009f35cd3,2163786.5872962507
009f65109,6000000.0
00a19014a,18000000.0
00a27e76a,360000.0
00a3b6ef7,2208307.618103468
00a427603,1364571.9105622838
00a6dc8be,1786487.626513071
00a811734,10000000.0
00a8f58a7,4623690.895675363
00aaae151,3069217.147147811
00ab17f67,1853179.785931091
