ID,target
000137c73,1961165.8036159715
00021489f,1402276.7623548193
0004d7953,1559789.4272685014
00056a333,3682573.9898662474
00056d8eb,999647.6439926232
0005fc190,2617851.674990194
000787e86,1756853.8925063077
0008510a0,1762900.6690144667
000895faf,3242099.552981059
000986fba,1567429.833299113
0009efcc5,18905540.71808457
000dd8f00,9270817.54449531
000e1cdc2,2125770.137665567
00103739c,3455979.3952812427
00134b367,1445291.999648553
001788d0d,2083402.412580823
0019c8ad7,2010424.6173431792
001a267b9,967186.8608465798
001a85486,1758402.3691965742
001c4de06,2376032.03758133
001f9014b,3010996.382375793
00216fb94,4896534.738415609
00235690e,4183636.040627974
00240739d,7180576.38534403
0024c3747,2284396.577973613
00297052d,1873765.3758433075
002ab8f85,1507512.060601279
002bed5c0,2192418.505195139
002bf3974,3148553.0129760946
002d23a26,2760799.9091629502
002f27de9,2944590.6966765416
0030d8bb4,3237877.9123014514
003146acd,1967098.5433821278
003223263,1310666.4429423797
00335575e,3353725.6830682517
00337cf9d,1450605.5092841345
003394397,3080729.4647534923
0036358a3,4968403.604467134
003770d30,2992410.0941488384
003bed5ea,897829.1633518717
003ea6427,1712388.8658861585
003ef8132,6483886.772875246
003fd1723,3070280.0214330396
0041861b4,3119151.2828581724
0042b718b,2902275.0544495075
004381d8f,3244813.1872401545
0043ca764,2677718.5554380585
004486837,346146.72561452154
0045c123e,4064585.521144697
0048915c6,2624217.53767301
004ab9a09,1700509.3711806843
004b2e1c9,2868395.909530638
004c54732,1913855.1436104786
004cdefce,5342842.7471496705
004dd971b,1868921.789184919
004f9329b,910196.740942892
004fd2bca,1352455.567452595
0054bfedb,1464507.1495965098
0054ec58a,530927.6846600176
00551f45d,20574689.272143736
005777b4c,2369758.397890373
00578d6ea,2131200.669712291
005802488,2226963.9512733137
0059833b6,2925255.6333497697
005a70085,2828472.1156219426
005b148a0,2820019.759107242
005c28df4,1693804.1528886657
005f8dc26,3199950.75781547
00603c202,2537776.774731763
006049609,5653922.509476184
00612f47e,887930.6570237232
00647a57f,5147681.133511222
0065853ee,2433150.1882696752
006589d5e,12985372.267156493
006598823,9604270.289104676
0065c093c,1541634.4397696375
006738351,2741510.514226448
006a0c6a8,1640388.0204905625
006e9efe6,2827743.869896062
006f029d3,763683.9206464223
0070f35a2,2911102.394554594
007135f85,6636903.016258324
007285433,42198505.49379772
00735e101,2591663.0369829973
0074ecf4e,4050316.054764833
007635fa9,1137065.7409795157
007723613,2277393.6707187556
007867da9,777776.3728011003
0078bfbd6,797952.9556188514
0078ce229,702722.660768597
007a89d50,4744990.865823231
007d43dfa,2288511.322201615
007ee9e05,2443508.167103801
007ffeae2,3344761.5182044995
00835c85c,1930943.973030115
0084b08f1,2468525.2641424984
0087fb290,1305089.3164896502
0088a96bd,2868253.6129026604
008ac4292,3266008.0267637684
008d8cca8,2071991.5778476608
008e07b8c,2959836.0127496505
008e5e25a,2984259.2629374107
0094edcdb,963267.7957984384
00950141c,2499635.975802898
009566ef1,1803004.814687575
0095c81d4,1541118.2337269178
0097a6ed4,12239266.346303387
0098fef9a,1680621.8400456908
009b321ec,6090656.008269976
009cd681e,2133590.35577643
009f34f86,1047161.2559868593
009f35cd3,1549259.8997113274
009f65109,5875810.513910518
00a19014a,16875907.0951932
00a27e76a,399524.5107338384
00a3b6ef7,1528512.3850651048
00a427603,1412270.6455380698
00a6dc8be,2171012.9483927777
00a811734,10202452.159752756
00a8f58a7,6817901.701754823
00aaae151,2619071.389562539
00ab17f67,1832056.0430192577
00ac2d3a5,2399593.224982723
00adab1b6,1949506.3416699343
00aef0d56,696412.1026611987
00b0b06c4,1911798.2358312358
00b0e2303,545798.472293079
00b1fbbc9,613539.0065480863
00b43e0c1,3877871.889386034
00b7190a8,1625164.56339161
00b722e1b,212335.25510296965
00bba815f,2419756.652453171
00bbb1c42,1949099.4493059206
00bc2b665,1339341.0928946962
00bc35689,2945970.9142113854
00be23f52,2322097.554056912
00be24ac5,1888293.289477543
00bfd0f70,3384671.539936125
00c02f73e,2580316.9420835483
00c08e5b3,2887305.8966749776
00c8690ff,5995560.716479425
00c8df4d5,744018.0998749264
00c8e30de,2569209.2036785223
00ca3fb04,1298187.2961207088
00cabf621,1273121.3080372966
00cb48ae3,1404030.2704208423
00cb6b147,2355877.497778392
00cc91a22,3599846.594017873
00cd65e9d,1872569.2136502278
00cd7d6a8,1220054.8678772047
00cdc1483,4004985.796257517
00ce9bea5,1855170.404625164
00cea0091,5497298.334297456
00cea68c6,2992910.732472456
00d5a5975,2932280.504766329
00d80a3a4,38253194.42308626
00d9f3864,425048.0468854237
00da4bd31,2453518.0287677
00df4dd77,8588201.508899245
00e1a55bf,1924618.6658851877
00e332971,2891071.4120065975
00e5b6b1b,2354536.343963147
00e85d5e3,1089285.3805847694
00e90abfa,2049006.7090806908
00e9708b4,2534128.658412306
00e9c680f,19740309.485741995
00eaa4394,2916756.397167964
00eae8832,1884942.6563987602
00ebefdc0,2358412.4921032013
00ecbcb1b,1490839.9697836628
00ed49382,2809495.522419433
00ed87564,8789689.885222986
00ef96cfd,94572.28183862043
00efe7ca3,4235856.678186331
00f36aa18,1026542.5332393294
00f3fb071,3002629.1390242134
00f43f548,1271730.8982632859
00f4d58ec,1980983.5748383405
00f56e106,4126941.831058924
00f84d8c2,2052535.3615242923
00f92953b,1062347.6414937982
00fa1d469,12015987.34572064
00ff96f49,1361726.6473941049
0100ce0d8,2921483.257206834
0102ea9e1,4125805.401267256
0104b3af3,2031587.5172753201
010672441,1266165.4360736501
010771ca5,3600967.928675963
0108aea9f,1080367.0725756702
010a479e1,2588320.2751555806
010d0a2dd,3963888.580345001
010e3cea2,998685.5797386555
010e5417b,2845800.746980948
01108a561,107524.0525885558
0110cca98,1839498.8963402093
011449698,2701180.0711224107
0114795f0,2035903.5208777648
011626c20,38796409.2113933
0117c8f27,3294801.4396782294
0117dcb47,1554243.3114140984
0118c34be,1927002.4668754754
0119efcb9,3548092.7508020625
011a58e13,3457697.263401572
011b7902b,4577992.124980351
011ca122e,218616.93087542662
012053244,570905.0169887424
0122a258e,1261329.3256730963
0122a4305,627318.4223681071
01230d8ba,1203838.214436672
012414f4e,5664020.659680404
012452125,1742338.077026903
0124529b5,285894.36786341213
012556288,3024778.103164867
01257c24c,2248788.0547809894
01258b972,1170967.8975394228
0125b64db,1159695.7940085558
01295ef92,5286075.742576948
012a2752f,1648058.22771589
012b6ba95,402665.8009027393
012b96b58,2016366.2110485462
012e881b9,2279681.858825313
012f25e94,1479775.8022554521
012fa70bb,3822477.9855135167
01304fc0a,1884926.9930662836
013230913,4885948.046909509
01336ceb8,1599070.5303801666
0133b85e7,1332616.440136929
0136f8766,1898200.2692802525
0137356b9,2736333.4444881026
013750184,570272.551844652
013a3f07c,2254775.5426938985
013cc1c13,2496218.3929123986
013e96334,1348136.4006293663
013fae0b1,4530691.741352563
014076343,916422.6433892502
0140ea0ba,1006581.318539238
0143ee127,201612.92677356623
014461014,1886314.5066643893
01446634f,787991.1038844218
014729fb2,17248866.579768043
014749c88,3437263.5675003114
014787fc1,1517337.5094065422
014a6143c,1396236.5363636664
014af25cd,1945542.2228556552
014b5797e,4513714.226817101
014badcb1,766125.2492993051
014c523b1,20490943.8209502
014e55fdb,998584.3035948236
014ea0456,2318164.0234108036
0151cc525,2158158.106165716
015409983,5437055.16032841
015411bfe,2465101.532059255
01560b792,49324.119613801755
0157b07da,3471290.241662655
01587bbbc,1932190.3150924745
0158ba234,2980828.8873604154
01590d52a,14991118.181853345
015a40790,3243404.666190018
015b07817,622085.1834816799
015fc3313,3596426.520881693
01604ee4b,8925239.63901398
016054375,3509060.401352439
01642dec0,3329397.864478428
0166ab5ea,1026088.5815851154
016b405be,1908800.6964939144
016bdc940,18528763.334262848
016c31d1a,208095.52600324
016d290da,9821795.280508818
