ID,target
000137c73,2651550.868513299
00021489f,2271464.002901104
0004d7953,1818617.6344331268
00056a333,4505204.775085936
00056d8eb,1959902.075666476
0005fc190,2567760.491699831
000787e86,2781042.526413969
0008510a0,4324777.6682924945
000895faf,3150536.2091924334
000986fba,2292940.0379995145
0009efcc5,20000000.0
000dd8f00,10135073.158853073
000e1cdc2,2022057.7806344246
00103739c,2940540.8149709324
00134b367,2149727.153744083
001788d0d,1940604.2707594894
0019c8ad7,2483530.4578591576
001a267b9,768844.7082212351
001a85486,2199600.32928752
001c4de06,2856234.6360442815
001f9014b,1947658.2223154674
00216fb94,3782004.665931597
00235690e,2510838.505629282
00240739d,7017577.245570541
0024c3747,2259735.543878559
00297052d,2139666.5545192347
002ab8f85,1992892.3878326027
002bed5c0,2234972.326738893
002bf3974,4390932.143774033
002d23a26,2765167.4849257194
002f27de9,2710074.812328156
0030d8bb4,2691959.0915320925
003146acd,2195941.828533129
003223263,2538265.979253925
00335575e,3160450.605987211
00337cf9d,2656264.6752927075
003394397,3015011.480968377
0036358a3,3813588.5072605363
003770d30,2257875.9373556147
003bed5ea,1827149.2251214217
003ea6427,2145032.6859610043
003ef8132,6130760.044840164
003fd1723,3664296.14376374
0041861b4,2943750.0
0042b718b,2044821.629131809
004381d8f,4288745.824826185
0043ca764,2898533.2931588837
004486837,794415.3902128018
0045c123e,4000000.0
0048915c6,3021051.966594958
004ab9a09,2371480.989628034
004b2e1c9,3154301.4051177083
004c54732,1084168.5856051433
004cdefce,6058773.068503514
004dd971b,2022666.66
004f9329b,2100612.8267717473
004fd2bca,1025822.8705386044
0054bfedb,1248418.6107669768
0054ec58a,489553.57203333924
00551f45d,20000000.0
005777b4c,2078051.208436289
00578d6ea,2119341.9121658746
005802488,3366025.1098181703
0059833b6,2495049.57449966
005a70085,2507513.3481517113
005b148a0,2724119.393277167
005c28df4,2029936.0806972373
005f8dc26,2919885.1463304064
00603c202,4691200.75010753
006049609,2567188.637674643
00612f47e,781296.7923659934
00647a57f,5300708.177443509
0065853ee,2309895.014683462
006589d5e,1344678.9884331713
006598823,10000000.0
0065c093c,2107631.109641342
006738351,2163444.5505412556
006a0c6a8,1652434.2637948673
006e9efe6,4356615.147046193
006f029d3,1952317.157797024
0070f35a2,2040771.4005974615
007135f85,4994626.223561587
007285433,40000000.0
00735e101,1957370.1670180503
0074ecf4e,3120312.298437267
007635fa9,1443890.1287710664
007723613,3811116.8127165423
007867da9,830047.9218387804
0078bfbd6,704167.552314506
0078ce229,603538.7275380281
007a89d50,3767866.3677414455
007d43dfa,2686331.9372209157
007ee9e05,2025339.815864963
007ffeae2,2858236.4578787023
00835c85c,3177822.8140445673
0084b08f1,1924624.9236578369
0087fb290,1436270.766607325
0088a96bd,2794857.14
008ac4292,2554706.0990250683
008d8cca8,2561912.219803495
008e07b8c,2160937.8922915626
008e5e25a,3736471.1580054364
0094edcdb,933333.34
00950141c,2474162.256201447
009566ef1,2392227.1830663704
0095c81d4,1454924.7081874637
0097a6ed4,12400000.0
0098fef9a,1425338.2588118333
009b321ec,5444677.708921722
009cd681e,1947726.7131946443
009f34f86,1871232.6769200347
009f35cd3,2542145.890366709
009f65109,6000000.0
00a19014a,18000000.0
00a27e76a,360000.0
00a3b6ef7,3056456.2306661177
00a427603,1205327.4454357692
00a6dc8be,3009996.183701315
00a811734,10000000.0
00a8f58a7,4778436.176729149
00aaae151,2819531.4025112945
00ab17f67,1917463.6734509307
00ac2d3a5,2532299.2242710544
00adab1b6,3018615.1887026145
00aef0d56,614173.8365746718
00b0b06c4,2100000.0
00b0e2303,531000.0
00b1fbbc9,820598.225037319
00b43e0c1,3905403.7326689796
00b7190a8,1893062.7956432386
00b722e1b,190000.0
00bba815f,2786482.5912546935
00bbb1c42,2854953.0974820727
00bc2b665,2262705.636825618
00bc35689,2800000.0
00be23f52,2857715.8970773444
00be24ac5,3121447.31664747
00bfd0f70,2176317.975430153
00c02f73e,3034369.8713891148
00c08e5b3,2887756.3150402685
00c8690ff,4332721.681424376
00c8df4d5,800000.0
00c8e30de,2898641.2773599313
00ca3fb04,1626897.4124678052
00cabf621,1400744.1125352855
00cb48ae3,1553037.9660423382
00cb6b147,3022780.0731853982
00cc91a22,3941923.480070361
00cd65e9d,1543919.1273941246
00cd7d6a8,1127728.745439172
00cdc1483,1988110.487149511
00ce9bea5,2040255.6168535731
00cea0091,3739185.8000873467
00cea68c6,3020863.766305525
00d5a5975,3248098.2388531677
00d80a3a4,37500000.0
00d9f3864,629138.9755428275
00da4bd31,4106919.6936821314
00df4dd77,7022653.023580809
00e1a55bf,2064040.580987007
00e332971,2753479.9719153964
00e5b6b1b,3227696.2140109665
00e85d5e3,2435253.7180321217
00e90abfa,1911581.0028686933
00e9708b4,2492802.7142639374
00e9c680f,20000000.0
00eaa4394,3129366.7919765254
00eae8832,2032371.721191607
00ebefdc0,2946767.9807596845
00ecbcb1b,1755184.8126754707
00ed49382,2629022.553940535
00ed87564,5893909.904478342
00ef96cfd,90666.66
00efe7ca3,3091230.2510902393
00f36aa18,2252362.633307797
00f3fb071,2884589.3325206526
00f43f548,1862397.6434130012
00f4d58ec,1425472.4584724826
00f56e106,2502324.1792194955
00f84d8c2,2980923.503898552
00f92953b,2055282.844467708
00fa1d469,10652483.260818286
00ff96f49,2059547.9979907463
0100ce0d8,2682371.2127890093
0102ea9e1,3202782.8727472373
0104b3af3,1853080.2913052198
010672441,886810.0657941393
010771ca5,4676360.017531806
0108aea9f,1137019.8894603264
010a479e1,3907374.994497768
010d0a2dd,4794964.348958954
010e3cea2,2204350.4877584293
010e5417b,2349433.4689972904
01108a561,110000.0
0110cca98,1736700.3326037258
011449698,2606006.388458279
0114795f0,2266334.1437124917
011626c20,39200000.0
0117c8f27,2722777.5449700253
0117dcb47,2872940.090148922
0118c34be,2513214.261885041
0119efcb9,4873634.729328544
011a58e13,1937224.690128697
011b7902b,6632760.954071743
011ca122e,200000.0
012053244,2917479.0163259264
0122a258e,803043.8437840577
0122a4305,1877145.516991955
01230d8ba,969392.5062380077
012414f4e,5416666.66
012452125,1760886.8668257354
0124529b5,268000.0
012556288,3187075.0791559806
01257c24c,3439254.619745596
01258b972,1265750.7476919459
0125b64db,2974871.1973395348
01295ef92,2748104.4706781716
012a2752f,2268435.777785721
012b6ba95,380000.0
012b96b58,1813983.7737071144
012e881b9,3013098.25985173
012f25e94,2734990.356523483
012fa70bb,4170000.0
01304fc0a,2094060.135769054
013230913,4335863.351261763
01336ceb8,1864461.6603094526
0133b85e7,1285180.331260524
0136f8766,2743971.477823625
0137356b9,3409801.287114647
013750184,712525.7993146518
013a3f07c,2416568.1186104
013cc1c13,3505668.471084957
013e96334,2191900.6088509494
013fae0b1,4863825.114603244
014076343,1728836.4589197268
0140ea0ba,2690641.4545319937
0143ee127,269801.3071144344
014461014,1734220.3357433446
01446634f,800000.0
014729fb2,17000000.0
014749c88,3555000.0
014787fc1,1460000.0
014a6143c,1721021.5087776906
014af25cd,2177752.865241069
014b5797e,4842668.9751784885
014badcb1,1684909.8461431197
014c523b1,20000000.0
014e55fdb,2385059.7483093697
014ea0456,2368092.4246992962
0151cc525,2720252.3498873874
015409983,2762475.9746283875
015411bfe,2912932.2816808377
01560b792,47000.0
0157b07da,2510845.415135762
01587bbbc,2580403.616802973
0158ba234,2156787.160611025
01590d52a,14800000.0
015a40790,3789136.9933258584
015b07817,959021.9645080529
015fc3313,3646123.9815287283
01604ee4b,8211781.342740151
016054375,2429643.6103547425
01642dec0,2088746.3495909884
0166ab5ea,2144633.7255017664
016b405be,2200000.0
016bdc940,5690890.389963578
016c31d1a,200000.0
016d290da,10000000.0
016decdd2,3364454.039966394
016ee1214,6727891.917954747
016efef23,5873604.02491723
016f60448,3255194.4698952204
017029678,1896738.887397409
01704d4ca,1902529.0708358295
0172638ce,2937842.4271170283
0173e6be5,8155658.842145711
0174ed320,1060000.0
017623c5c,5804359.950416704
017a4044f,3143196.8557651956
017a6c7f9,3418911.6543069007
017ae7ac3,2487180.3781663645
017b80d83,5333333.34
017d9f1a4,1000000.0
017e22e34,1753733.7140557773
017e9a902,7943969.6808042945
0180f14e9,2011360.9843570138
018148c57,2673023.0597387347
018166b42,1623243.9938389629
0181a6d0e,2477875.3937518033
018283661,2285346.6686544106
0183f9b32,1829314.9887636225
0186cbba4,3007151.255893842
0188bc86f,2518899.307562112
01890383f,400000.0
018965366,2281391.821392748
0189c8ab0,3062487.633756057
018d514a2,3023775.019880127
018d765bb,2317065.0053237267
018dbbe73,2604356.534994712
018de39ca,2146434.1848533573
018fd935f,6345386.986857156
018ffc9fa,2861424.9994491753
019372984,2634352.780697137
01937e592,600000.0
019381521,1456892.2329173007
01952e574,2000000.0
019540ad9,11493223.126986457
01955815c,1946869.2057137473
0196be03d,2130380.6435665498
01978c738,2753901.971584122
0197f607c,5769090.556613476
01980e862,886810.0657941393
019823615,1746409.699493884
019ab3785,3379644.6979758064
019c0d544,2704222.9076559455
019c5ad1d,5124056.012207996
019cff829,3583010.9424790167
019ed3e51,1693406.2647180592
019fd88df,1751662.1124059462
01a0a9e06,2451996.7342029107
01a1f927c,1420556.031687598
01a4d6c6c,1250741.5716665264
01a697820,1777145.8986619476
01a72cedb,664434.0748398977
01a900d08,1588625.2770513173
01a960c35,2792391.1900965744
01aa854be,1468292.8785181611
01ab08b6a,1559624.3163553267
01ad8126b,2688376.269979104
01af69076,4069820.407438428
01aff9a04,2976429.6646844666
01b128a94,2281673.677932142
01b1e697f,3108235.6319772834
01b3159e1,2931217.7586157406
01b342719,2100000.0
01b375dad,8647178.398728712
01b6d93e9,2767256.505683124
01b6e8722,200000.0
01b728f6c,1575151.5885581179
01b784536,2792840.751472084
01b7d0580,20000000.0
01b7defea,1031440.8496947351
01b80bb3c,2400363.3602047213
01b8c1484,2574581.4644913618
01bbb0d76,1454453.9845431696
01bc848d9,1663836.521351744
01bd8211e,2912412.7302761045
01bdda11d,2128582.8734317143
01be390b4,2408484.564465875
01be6122c,3053691.72167691
01c1d1fb0,3000000.0
01c33d5d2,1670092.4331356531
01c34e2ff,1396805.5670259923
01c362322,6720000.0
01c553e1a,2558114.9057720304
01c65531d,2466112.8613905176
01c6933d0,40000000.0
01c74c797,3281676.407878692
01c7eafe8,3053696.7125922344
01c81cd35,6821688.559678014
01c898445,3432648.1913102088
01c9fd3a7,1806758.2413249777
01ca7113f,1035282.6999889856
01cb0f6ea,4277721.563768967
01cc582f5,190000.0
01cca8141,400000.0
01cef01a2,3000000.0
01d10e85d,1999648.4052171118
01d193713,4000000.0
01d2fecbe,1187000.5287630754
01d38c28f,2425299.90318047
01d396bc2,2213045.4523592284
01d7bfe15,2950709.6413369398
01d8282f2,2226404.945383338
01d94bd22,5883427.82420012
01da2afeb,4106213.2470838646
01db02cda,2454895.0931325275
01dd4ee95,1149856.5304796537
01dd8785b,1235748.0203199734
01dff0d9c,1835412.5932722427
01e04a9fb,1255061.5534139373
01e06a9f0,1333865.899482443
01e1970fb,4247448.47433161
01e1ee7f9,2427859.9476297586
01e37465e,50000.0
01e38e47e,1481297.8562101915
01e6618b1,6737651.6465861015
01e8de681,36000.0
01e9513b2,1907202.3577918175
01ea633f5,2648480.0660646646
01eba0824,2489200.753311947
01eca1d02,4500424.808725515
01ed1f78a,2266264.3669376224
01ee29ec7,7559001.468213053
01eed81f9,2237066.0633096616
01ef1d226,2874425.108878215
01f0030e3,2195625.703573975
01f15fad3,1592704.2475400579
01f330ffe,8400000.0
01f39eb1e,800000.0
01f44549a,1553868.8086394079
01f5a652b,2868662.1600231463
01f889c84,19500000.0
01fa9c31e,1753677.8164335839
01fd4e7e9,1720520.507194357
